text,label
Your subscription expires today. Renew now to avoid service interruption.,1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Project Project K deadline has been extended to December 14.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your order #ORD-1931 has been shipped and will arrive within 3 business days.,0
"WINNER ALERT: You've been selected for $5,297 prize. Claim within 44 hours!",1
Your Facebook payment failed. Update your billing information within 29 hours.,1
You have 7 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Training session on Benefits is scheduled for December 21.,0
Training session on Remote Work is scheduled for December 8.,0
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
URGENT: Your Netflix account will be suspended in 20 hours. Click here to verify immediately!,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Holiday schedule for January has been announced.,0
You have 7 unread secure messages. Login to view them immediately.,1
Holiday schedule for January has been announced.,0
System maintenance is planned for December 19 from 10:00.,0
New company policy regarding Security has been updated.,0
FINAL NOTICE: Your Google account will be deleted in 47 hours unless you act now.,1
New company policy regarding Remote Work has been updated.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your Amazon payment failed. Update your billing information within 33 hours.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Project Project U deadline has been extended to December 13.,0
Holiday schedule for January has been announced.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2872.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Training session on Benefits is scheduled for December 10.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1152.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Project Project O deadline has been extended to December 24.,0
Your Facebook payment failed. Update your billing information within 36 hours.,1
Your order #ORD-2141 has been shipped and will arrive within 6 business days.,0
"Congratulations! You've won $10,462 in our International Mega Lottery lottery. Claim now before it expires!",1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Quarterly performance review meetings will be scheduled next month.,0
You have 4 unread secure messages. Login to view them immediately.,1
System maintenance is planned for December 11 from 9:00.,0
"WINNER ALERT: You've been selected for $17,734 prize. Claim within 39 hours!",1
Thank you for your purchase. Your receipt is attached for order #ORD-2102.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
"IRS Tax Refund: You are eligible for $20,106 refund. Download form to claim.",1
Thank you for your purchase. Your receipt is attached for order #ORD-1122.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1412.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
"Congratulations! You've won $18,850 in our International Mega Lottery lottery. Claim now before it expires!",1
System maintenance is planned for December 13 from 10:00.,0
System maintenance is planned for December 15 from 10:00.,0
You have 4 unread secure messages. Login to view them immediately.,1
Your order #ORD-1791 has been shipped and will arrive within 6 business days.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1652.,0
"IRS Tax Refund: You are eligible for $42,931 refund. Download form to claim.",1
Holiday schedule for January has been announced.,0
You have 2 unread secure messages. Login to view them immediately.,1
Training session on Security is scheduled for December 5.,0
System maintenance is planned for December 17 from 14:00.,0
You have 3 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2472.,0
System maintenance is planned for December 24 from 13:00.,0
URGENT: Your Microsoft account will be suspended in 40 hours. Click here to verify immediately!,1
Training session on Benefits is scheduled for December 26.,0
New company policy regarding Security has been updated.,0
Your Bank payment failed. Update your billing information within 21 hours.,1
Your Bank payment failed. Update your billing information within 47 hours.,1
Holiday schedule for January has been announced.,0
Your Facebook payment failed. Update your billing information within 15 hours.,1
System maintenance is planned for December 3 from 16:00.,0
You have 5 unread secure messages. Login to view them immediately.,1
Holiday schedule for January has been announced.,0
Training session on Remote Work is scheduled for December 23.,0
Project Project E deadline has been extended to December 10.,0
You have 2 unread secure messages. Login to view them immediately.,1
FINAL NOTICE: Your Microsoft account will be deleted in 11 hours unless you act now.,1
Your subscription expires today. Renew now to avoid service interruption.,1
FINAL NOTICE: Your Netflix account will be deleted in 17 hours unless you act now.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
FINAL NOTICE: Your Netflix account will be deleted in 39 hours unless you act now.,1
Your order #ORD-1201 has been shipped and will arrive within 3 business days.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 14:00.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2492.,0
Training session on Security is scheduled for December 22.,0
New company policy regarding Security has been updated.,0
Training session on Remote Work is scheduled for December 16.,0
"IRS Tax Refund: You are eligible for $18,250 refund. Download form to claim.",1
Your order #ORD-1011 has been shipped and will arrive within 5 business days.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 14 from 15:00.,0
"IRS Tax Refund: You are eligible for $11,078 refund. Download form to claim.",1
You have 7 unread secure messages. Login to view them immediately.,1
FINAL NOTICE: Your PayPal account will be deleted in 22 hours unless you act now.,1
Quarterly performance review meetings will be scheduled next month.,0
Quarterly performance review meetings will be scheduled next month.,0
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
System maintenance is planned for December 16 from 14:00.,0
Your Bank payment failed. Update your billing information within 35 hours.,1
Thank you for your purchase. Your receipt is attached for order #ORD-1012.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
URGENT: Your PayPal account will be suspended in 41 hours. Click here to verify immediately!,1
Your subscription expires today. Renew now to avoid service interruption.,1
Project Project Y deadline has been extended to December 15.,0
Meeting scheduled for December 3 at 10:00 in Conference Room G. Please bring your reports.,0
Training session on Security is scheduled for December 1.,0
"Congratulations! You've won $22,927 in our International Mega Lottery lottery. Claim now before it expires!",1
"WINNER ALERT: You've been selected for $48,104 prize. Claim within 24 hours!",1
Training session on Remote Work is scheduled for December 6.,0
Your Apple payment failed. Update your billing information within 34 hours.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Your Facebook payment failed. Update your billing information within 16 hours.,1
Your order #ORD-2821 has been shipped and will arrive within 4 business days.,0
Your Facebook payment failed. Update your billing information within 41 hours.,1
Meeting scheduled for December 20 at 14:00 in Conference Room O. Please bring your reports.,0
New company policy regarding Remote Work has been updated.,0
Holiday schedule for February has been announced.,0
URGENT: Your Microsoft account will be suspended in 29 hours. Click here to verify immediately!,1
FINAL NOTICE: Your Netflix account will be deleted in 24 hours unless you act now.,1
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
You have 2 unread secure messages. Login to view them immediately.,1
System maintenance is planned for December 15 from 9:00.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
FINAL NOTICE: Your Google account will be deleted in 37 hours unless you act now.,1
You have 4 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
URGENT: Your PayPal account will be suspended in 8 hours. Click here to verify immediately!,1
System maintenance is planned for December 23 from 16:00.,0
Your subscription expires today. Renew now to avoid service interruption.,1
You have 9 unread secure messages. Login to view them immediately.,1
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
Your Apple payment failed. Update your billing information within 36 hours.,1
Your order #ORD-2961 has been shipped and will arrive within 4 business days.,0
You have 9 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2412.,0
"WINNER ALERT: You've been selected for $17,652 prize. Claim within 34 hours!",1
Training session on Remote Work is scheduled for December 20.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1052.,0
"Congratulations! You've won $10,884 in our International Mega Lottery lottery. Claim now before it expires!",1
Project Project S deadline has been extended to December 21.,0
Holiday schedule for January has been announced.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Project Project Q deadline has been extended to December 19.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1982.,0
Meeting scheduled for December 18 at 9:00 in Conference Room E. Please bring your reports.,0
"IRS Tax Refund: You are eligible for $47,796 refund. Download form to claim.",1
Your order #ORD-2931 has been shipped and will arrive within 4 business days.,0
Your order #ORD-1801 has been shipped and will arrive within 3 business days.,0
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
You have 5 unread secure messages. Login to view them immediately.,1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
New company policy regarding Security has been updated.,0
Your Bank payment failed. Update your billing information within 41 hours.,1
Thank you for your purchase. Your receipt is attached for order #ORD-1362.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
URGENT: Your Google account will be suspended in 45 hours. Click here to verify immediately!,1
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $28,266 refund. Download form to claim.",1
Training session on Benefits is scheduled for December 21.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2262.,0
Your order #ORD-2511 has been shipped and will arrive within 4 business days.,0
FINAL NOTICE: Your Microsoft account will be deleted in 3 hours unless you act now.,1
Holiday schedule for February has been announced.,0
URGENT: Your Microsoft account will be suspended in 23 hours. Click here to verify immediately!,1
FINAL NOTICE: Your Netflix account will be deleted in 1 hours unless you act now.,1
Your order #ORD-1231 has been shipped and will arrive within 6 business days.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
Training session on Benefits is scheduled for December 27.,0
System maintenance is planned for December 7 from 15:00.,0
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
System maintenance is planned for December 21 from 10:00.,0
Project Project O deadline has been extended to December 7.,0
"Congratulations! You've won $38,674 in our International Mega Lottery lottery. Claim now before it expires!",1
Meeting scheduled for December 27 at 11:00 in Conference Room A. Please bring your reports.,0
Your order #ORD-2181 has been shipped and will arrive within 4 business days.,0
Training session on Security is scheduled for December 1.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
"Congratulations! You've won $32,537 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Your Amazon payment failed. Update your billing information within 17 hours.,1
Your Amazon payment failed. Update your billing information within 45 hours.,1
Training session on Security is scheduled for December 1.,0
"Congratulations! You've won $20,047 in our International Mega Lottery lottery. Claim now before it expires!",1
Training session on Security is scheduled for December 18.,0
You have 9 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Quarterly performance review meetings will be scheduled next month.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1272.,0
Holiday schedule for February has been announced.,0
You have 3 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2432.,0
"IRS Tax Refund: You are eligible for $19,827 refund. Download form to claim.",1
Holiday schedule for February has been announced.,0
You have 3 unread secure messages. Login to view them immediately.,1
Meeting scheduled for December 3 at 11:00 in Conference Room I. Please bring your reports.,0
Project Project O deadline has been extended to December 18.,0
"Congratulations! You've won $14,022 in our International Mega Lottery lottery. Claim now before it expires!",1
New company policy regarding Security has been updated.,0
FINAL NOTICE: Your PayPal account will be deleted in 18 hours unless you act now.,1
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
Your Bank payment failed. Update your billing information within 17 hours.,1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Holiday schedule for March has been announced.,0
Training session on Security is scheduled for December 16.,0
Quarterly performance review meetings will be scheduled next month.,0
Your Bank payment failed. Update your billing information within 12 hours.,1
Your order #ORD-1061 has been shipped and will arrive within 5 business days.,0
System maintenance is planned for December 12 from 11:00.,0
System maintenance is planned for December 18 from 9:00.,0
Your order #ORD-1771 has been shipped and will arrive within 2 business days.,0
Your order #ORD-2461 has been shipped and will arrive within 5 business days.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2252.,0
System maintenance is planned for December 23 from 14:00.,0
Weekly team standup meeting is scheduled for Thursday at 9:00.,0
Your Apple payment failed. Update your billing information within 16 hours.,1
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
Training session on Security is scheduled for December 6.,0
Your Bank payment failed. Update your billing information within 14 hours.,1
"IRS Tax Refund: You are eligible for $24,465 refund. Download form to claim.",1
URGENT: Your PayPal account will be suspended in 44 hours. Click here to verify immediately!,1
FINAL NOTICE: Your Google account will be deleted in 16 hours unless you act now.,1
Meeting scheduled for December 26 at 10:00 in Conference Room O. Please bring your reports.,0
Your order #ORD-2571 has been shipped and will arrive within 5 business days.,0
FINAL NOTICE: Your PayPal account will be deleted in 19 hours unless you act now.,1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
System maintenance is planned for December 15 from 14:00.,0
"Congratulations! You've won $14,378 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Bank payment failed. Update your billing information within 41 hours.,1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $33,636 refund. Download form to claim.",1
"Congratulations! You've won $6,578 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Your order #ORD-2991 has been shipped and will arrive within 2 business days.,0
System maintenance is planned for December 23 from 15:00.,0
Your order #ORD-2651 has been shipped and will arrive within 5 business days.,0
Quarterly performance review meetings will be scheduled next month.,0
Meeting scheduled for December 20 at 14:00 in Conference Room O. Please bring your reports.,0
Your order #ORD-2771 has been shipped and will arrive within 2 business days.,0
"IRS Tax Refund: You are eligible for $22,511 refund. Download form to claim.",1
Weekly team standup meeting is scheduled for Thursday at 14:00.,0
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
"WINNER ALERT: You've been selected for $26,456 prize. Claim within 3 hours!",1
Training session on Security is scheduled for December 2.,0
URGENT: Your Netflix account will be suspended in 6 hours. Click here to verify immediately!,1
Quarterly performance review meetings will be scheduled next month.,0
"Congratulations! You've won $47,148 in our International Mega Lottery lottery. Claim now before it expires!",1
"Congratulations! You've won $27,362 in our International Mega Lottery lottery. Claim now before it expires!",1
URGENT: Your Google account will be suspended in 41 hours. Click here to verify immediately!,1
Holiday schedule for March has been announced.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Your order #ORD-1591 has been shipped and will arrive within 5 business days.,0
"WINNER ALERT: You've been selected for $42,790 prize. Claim within 6 hours!",1
"Congratulations! You've won $10,042 in our International Mega Lottery lottery. Claim now before it expires!",1
"IRS Tax Refund: You are eligible for $5,457 refund. Download form to claim.",1
New company policy regarding Benefits has been updated.,0
Holiday schedule for January has been announced.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 21 from 10:00.,0
FINAL NOTICE: Your PayPal account will be deleted in 22 hours unless you act now.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
"IRS Tax Refund: You are eligible for $13,345 refund. Download form to claim.",1
"IRS Tax Refund: You are eligible for $39,479 refund. Download form to claim.",1
"IRS Tax Refund: You are eligible for $20,981 refund. Download form to claim.",1
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Holiday schedule for January has been announced.,0
Holiday schedule for February has been announced.,0
Project Project W deadline has been extended to December 1.,0
Meeting scheduled for December 17 at 11:00 in Conference Room K. Please bring your reports.,0
New company policy regarding Benefits has been updated.,0
FINAL NOTICE: Your Microsoft account will be deleted in 15 hours unless you act now.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
Your order #ORD-2361 has been shipped and will arrive within 2 business days.,0
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
"Congratulations! You've won $37,167 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Facebook payment failed. Update your billing information within 14 hours.,1
"Congratulations! You've won $3,536 in our International Mega Lottery lottery. Claim now before it expires!",1
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
You have 3 unread secure messages. Login to view them immediately.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Holiday schedule for February has been announced.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1422.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Training session on Benefits is scheduled for December 5.,0
Your Apple payment failed. Update your billing information within 10 hours.,1
Holiday schedule for January has been announced.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2062.,0
"IRS Tax Refund: You are eligible for $30,474 refund. Download form to claim.",1
"WINNER ALERT: You've been selected for $47,461 prize. Claim within 43 hours!",1
Your order #ORD-1811 has been shipped and will arrive within 6 business days.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1452.,0
"WINNER ALERT: You've been selected for $14,184 prize. Claim within 18 hours!",1
You have 1 unread secure messages. Login to view them immediately.,1
Your subscription expires today. Renew now to avoid service interruption.,1
FINAL NOTICE: Your Microsoft account will be deleted in 14 hours unless you act now.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2682.,0
Your Apple payment failed. Update your billing information within 30 hours.,1
Your order #ORD-2001 has been shipped and will arrive within 4 business days.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 11 from 11:00.,0
Training session on Security is scheduled for December 13.,0
URGENT: Your Microsoft account will be suspended in 24 hours. Click here to verify immediately!,1
Quarterly performance review meetings will be scheduled next month.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2972.,0
URGENT: Your Google account will be suspended in 24 hours. Click here to verify immediately!,1
Thank you for your purchase. Your receipt is attached for order #ORD-1582.,0
Meeting scheduled for December 17 at 14:00 in Conference Room E. Please bring your reports.,0
Meeting scheduled for December 3 at 9:00 in Conference Room K. Please bring your reports.,0
Weekly team standup meeting is scheduled for Thursday at 9:00.,0
You have 4 unread secure messages. Login to view them immediately.,1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
You have 1 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2812.,0
URGENT: Your Netflix account will be suspended in 36 hours. Click here to verify immediately!,1
FINAL NOTICE: Your Google account will be deleted in 25 hours unless you act now.,1
Holiday schedule for January has been announced.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Your subscription expires today. Renew now to avoid service interruption.,1
URGENT: Your PayPal account will be suspended in 5 hours. Click here to verify immediately!,1
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 5 from 16:00.,0
Project Project I deadline has been extended to December 13.,0
You have 3 unread secure messages. Login to view them immediately.,1
"IRS Tax Refund: You are eligible for $26,258 refund. Download form to claim.",1
Meeting scheduled for December 10 at 12:00 in Conference Room G. Please bring your reports.,0
URGENT: Your Netflix account will be suspended in 34 hours. Click here to verify immediately!,1
Thank you for your purchase. Your receipt is attached for order #ORD-1232.,0
URGENT: Your Google account will be suspended in 42 hours. Click here to verify immediately!,1
Your order #ORD-1031 has been shipped and will arrive within 6 business days.,0
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
Project Project G deadline has been extended to December 24.,0
System maintenance is planned for December 14 from 16:00.,0
"WINNER ALERT: You've been selected for $28,299 prize. Claim within 37 hours!",1
Your Amazon payment failed. Update your billing information within 8 hours.,1
Your order #ORD-2861 has been shipped and will arrive within 3 business days.,0
Your order #ORD-2711 has been shipped and will arrive within 5 business days.,0
You have 9 unread secure messages. Login to view them immediately.,1
Your order #ORD-1401 has been shipped and will arrive within 3 business days.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
URGENT: Your Netflix account will be suspended in 1 hours. Click here to verify immediately!,1
Project Project O deadline has been extended to December 8.,0
FINAL NOTICE: Your Netflix account will be deleted in 22 hours unless you act now.,1
Quarterly performance review meetings will be scheduled next month.,0
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
New company policy regarding Benefits has been updated.,0
"Congratulations! You've won $13,913 in our International Mega Lottery lottery. Claim now before it expires!",1
FINAL NOTICE: Your Netflix account will be deleted in 32 hours unless you act now.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2112.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Your subscription expires today. Renew now to avoid service interruption.,1
"IRS Tax Refund: You are eligible for $10,586 refund. Download form to claim.",1
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
"Congratulations! You've won $20,448 in our International Mega Lottery lottery. Claim now before it expires!",1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $40,982 refund. Download form to claim.",1
Your Facebook payment failed. Update your billing information within 47 hours.,1
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
System maintenance is planned for December 23 from 9:00.,0
New company policy regarding Benefits has been updated.,0
"WINNER ALERT: You've been selected for $9,271 prize. Claim within 20 hours!",1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Project Project M deadline has been extended to December 20.,0
"WINNER ALERT: You've been selected for $36,183 prize. Claim within 5 hours!",1
Meeting scheduled for December 25 at 10:00 in Conference Room A. Please bring your reports.,0
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
Your subscription expires today. Renew now to avoid service interruption.,1
"Congratulations! You've won $28,666 in our International Mega Lottery lottery. Claim now before it expires!",1
Project Project Q deadline has been extended to December 14.,0
"Congratulations! You've won $37,188 in our International Mega Lottery lottery. Claim now before it expires!",1
System maintenance is planned for December 8 from 11:00.,0
System maintenance is planned for December 1 from 10:00.,0
Holiday schedule for January has been announced.,0
URGENT: Your Google account will be suspended in 19 hours. Click here to verify immediately!,1
Meeting scheduled for December 8 at 12:00 in Conference Room E. Please bring your reports.,0
Holiday schedule for March has been announced.,0
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
FINAL NOTICE: Your Google account will be deleted in 43 hours unless you act now.,1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2352.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
URGENT: Your PayPal account will be suspended in 15 hours. Click here to verify immediately!,1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Your order #ORD-2171 has been shipped and will arrive within 2 business days.,0
FINAL NOTICE: Your Netflix account will be deleted in 1 hours unless you act now.,1
Training session on Remote Work is scheduled for December 21.,0
"IRS Tax Refund: You are eligible for $10,826 refund. Download form to claim.",1
Thank you for your purchase. Your receipt is attached for order #ORD-1462.,0
You have 5 unread secure messages. Login to view them immediately.,1
FINAL NOTICE: Your Google account will be deleted in 45 hours unless you act now.,1
FINAL NOTICE: Your Google account will be deleted in 12 hours unless you act now.,1
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
Training session on Security is scheduled for December 14.,0
Your order #ORD-1981 has been shipped and will arrive within 5 business days.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Your subscription expires today. Renew now to avoid service interruption.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Your Amazon payment failed. Update your billing information within 12 hours.,1
Holiday schedule for February has been announced.,0
Meeting scheduled for December 21 at 14:00 in Conference Room I. Please bring your reports.,0
Weekly team standup meeting is scheduled for Thursday at 9:00.,0
"Congratulations! You've won $7,716 in our International Mega Lottery lottery. Claim now before it expires!",1
Your order #ORD-1471 has been shipped and will arrive within 5 business days.,0
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
URGENT: Your Netflix account will be suspended in 1 hours. Click here to verify immediately!,1
"WINNER ALERT: You've been selected for $13,469 prize. Claim within 3 hours!",1
Quarterly performance review meetings will be scheduled next month.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Your order #ORD-1241 has been shipped and will arrive within 3 business days.,0
You have 4 unread secure messages. Login to view them immediately.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Your subscription expires today. Renew now to avoid service interruption.,1
"Congratulations! You've won $48,569 in our International Mega Lottery lottery. Claim now before it expires!",1
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
New company policy regarding Remote Work has been updated.,0
FINAL NOTICE: Your Google account will be deleted in 40 hours unless you act now.,1
"Congratulations! You've won $13,925 in our International Mega Lottery lottery. Claim now before it expires!",1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Quarterly performance review meetings will be scheduled next month.,0
New company policy regarding Security has been updated.,0
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
System maintenance is planned for December 14 from 9:00.,0
Your Facebook payment failed. Update your billing information within 14 hours.,1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
Your subscription expires today. Renew now to avoid service interruption.,1
You have 9 unread secure messages. Login to view them immediately.,1
Quarterly performance review meetings will be scheduled next month.,0
Training session on Benefits is scheduled for December 19.,0
"Congratulations! You've won $41,519 in our International Mega Lottery lottery. Claim now before it expires!",1
Meeting scheduled for December 8 at 9:00 in Conference Room Q. Please bring your reports.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1172.,0
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
"WINNER ALERT: You've been selected for $14,117 prize. Claim within 36 hours!",1
"Congratulations! You've won $39,644 in our International Mega Lottery lottery. Claim now before it expires!",1
Your subscription expires today. Renew now to avoid service interruption.,1
New company policy regarding Benefits has been updated.,0
Meeting scheduled for December 17 at 10:00 in Conference Room O. Please bring your reports.,0
Holiday schedule for March has been announced.,0
"IRS Tax Refund: You are eligible for $9,444 refund. Download form to claim.",1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
Weekly team standup meeting is scheduled for Thursday at 10:00.,0
Meeting scheduled for December 25 at 11:00 in Conference Room O. Please bring your reports.,0
"WINNER ALERT: You've been selected for $16,183 prize. Claim within 11 hours!",1
System maintenance is planned for December 21 from 10:00.,0
Project Project G deadline has been extended to December 6.,0
FINAL NOTICE: Your PayPal account will be deleted in 7 hours unless you act now.,1
"WINNER ALERT: You've been selected for $30,175 prize. Claim within 16 hours!",1
Project Project G deadline has been extended to December 4.,0
"Congratulations! You've won $20,738 in our International Mega Lottery lottery. Claim now before it expires!",1
"Congratulations! You've won $30,923 in our International Mega Lottery lottery. Claim now before it expires!",1
"IRS Tax Refund: You are eligible for $33,656 refund. Download form to claim.",1
Your Facebook payment failed. Update your billing information within 44 hours.,1
"WINNER ALERT: You've been selected for $27,752 prize. Claim within 25 hours!",1
Your subscription expires today. Renew now to avoid service interruption.,1
New company policy regarding Remote Work has been updated.,0
"IRS Tax Refund: You are eligible for $30,618 refund. Download form to claim.",1
Quarterly performance review meetings will be scheduled next month.,0
URGENT: Your Google account will be suspended in 16 hours. Click here to verify immediately!,1
System maintenance is planned for December 24 from 12:00.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2372.,0
New company policy regarding Security has been updated.,0
Quarterly performance review meetings will be scheduled next month.,0
You have 4 unread secure messages. Login to view them immediately.,1
Meeting scheduled for December 12 at 9:00 in Conference Room M. Please bring your reports.,0
"WINNER ALERT: You've been selected for $45,861 prize. Claim within 1 hours!",1
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
Quarterly performance review meetings will be scheduled next month.,0
FINAL NOTICE: Your PayPal account will be deleted in 3 hours unless you act now.,1
URGENT: Your Microsoft account will be suspended in 33 hours. Click here to verify immediately!,1
Holiday schedule for January has been announced.,0
"WINNER ALERT: You've been selected for $29,608 prize. Claim within 3 hours!",1
"Congratulations! You've won $38,038 in our International Mega Lottery lottery. Claim now before it expires!",1
